GeneID,Gene,Description,CON,H9,H18
336149,utp11l ,"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)",1.08,4.14,2.17
336159,optn ,optineurin,2.41,8.81,6.01
336342,wu:fj64h06 ,wu:fj64h06,1.52,4.17,2.76
336421,gnai2a ,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2a",7.39,31.96,18.69
336518,polr3e ,polymerase (RNA) III (DNA directed) polypeptide E,2.22,7.92,4.45
336770,abcf2a ,"ATP-binding cassette, sub-family F (GCN20), member 2a",9.13,41.07,26.02
336798,ggps1 ,geranylgeranyl diphosphate synthase 1,0.94,3.41,1.71
337105,mbd2 ,methyl-CpG binding domain protein 2,2.21,10.83,6.61
337298,sulf1 ,sulfatase 1,4.72,17.14,10.59
337376,alox5ap ,arachidonate 5-lipoxygenase-activating protein,0.85,4.77,2.44
337399,rrs1 ,RRS1 ribosome biogenesis regulator homolog (S. cerevisiae),3.15,16.80,9.54
338155,hspbp1 ,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",1.38,5.97,2.31
338183,mars ,methionyl-tRNA synthetase,2.91,10.74,7.95
368235,yars ,tyrosyl-tRNA synthetase,4.18,17.10,12.04
368284,cars ,cysteinyl-tRNA synthetase,1.94,6.70,4.08
368323,si:ch211-204c21.1 ,si:ch211-204c21.1,3.79,40.04,13.43
368326,il13ra2 ,"interleukin 13 receptor, alpha 2",0.59,3.31,1.09
368620,abcc4 ,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",1.76,6.96,5.40
368664,prmt5 ,protein arginine methyltransferase 5,2.44,8.10,5.28
368671,homeza ,homeobox and leucine zipper encoding a,2.82,7.86,3.14
368885,slc1a4 ,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",1.11,3.37,1.93
368925,sfrs3a ,serine/arginine-rich splicing factor 3a,4.17,19.30,13.14
369196,tshz1 ,teashirt zinc finger homeobox 1,0.58,1.37,0.64
373081,mvp ,major vault protein,7.60,52.78,31.92
373103,pak1 ,p21 protein (Cdc42/Rac)-activated kinase 1,0.62,2.66,1.60
373108,xiap ,X-linked inhibitor of apoptosis,2.73,9.52,3.60
378721,gtpbp1 ,GTP binding protein 1,4.91,19.07,9.36
378723,sox2 ,SRY (sex determining region Y)-box 2,0.79,3.51,1.30
386632,ddx49 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,1.18,5.65,2.96
386634,eif4a1a ,eukaryotic translation initiation factor 4A1A,14.28,101.59,51.98
386641,fam107b ,"family with sequence similarity 107, member B",5.26,18.47,8.75
386660,zhx2 ,zinc fingers and homeoboxes 2,2.99,8.56,4.17
386762,apc ,adenomatous polyposis coli,2.56,6.20,3.38
386787,itga5 ,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",6.61,28.69,14.47
386967,stam ,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,2.66,9.82,5.45
387000,slc25a37 ,"solute carrier family 25 (mitochondrial iron transporter), member 37",1.15,3.78,1.77
387255,rbm19 ,RNA binding motif protein 19,1.21,3.94,1.71
393097,dcaf13 ,ddb1 and cul4 associated factor 13,1.67,8.24,5.01
393107,utp6 ,"UTP6, small subunit (SSU) processome component, homolog (yeast)",1.77,6.93,3.94
393141,mycb ,v-myc avian myelocytomatosis viral oncogene homolog b,6.95,34.64,11.65
393142,ccdc53 ,coiled-coil domain containing 53,1.44,3.30,2.65
393164,zgc:56112 ,charged multivesicular body protein 4Ba,5.01,20.70,12.92
393179,pdap1b ,pdgfa associated protein 1b,3.54,9.53,4.98
393245,brd9 ,bromodomain containing 9,1.06,3.11,2.04
393282,nhp2l1a ,"SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)",0.60,3.67,1.54
393291,rbm28 ,RNA binding motif protein 28,1.57,8.42,5.22
393365,mtmr8 ,myotubularin related protein 8,0.99,2.74,1.99
393386,cybb ,"cytochrome b-245, beta polypeptide (chronic granulomatous disease)",6.34,21.15,7.73
393416,arhgap4a ,Rho GTPase activating protein 4a,0.64,2.42,1.54
393425,elovl5 ,ELOVL fatty acid elongase 5,1.80,5.99,3.24
393440,eif1ad ,eukaryotic translation initiation factor 1A domain containing,1.04,4.87,2.97
393466,nrcamb ,neuronal cell adhesion molecule b,1.04,3.71,0.90
393475,prmt7 ,protein arginine methyltransferase 7,1.27,5.74,2.08
393507,stk17b ,serine/threonine kinase 17b (apoptosis-inducing),3.26,13.81,7.94
393538,polr1c ,polymerase (RNA) I polypeptide C,2.22,5.73,4.32
393551,cyba ,"cytochrome b-245, alpha polypeptide",4.82,20.54,14.54
393559,gmps ,guanine monophosphate synthase,3.47,9.55,6.57
393596,wdr46 ,WD repeat domain 46,1.99,7.69,5.27
393600,cdkal1 ,CDK5 regulatory subunit associated protein 1-like 1,1.89,6.98,5.14
393608,ptger2a ,prostaglandin E receptor 2a (subtype EP2),0.54,1.67,1.25
393617,nat10 ,N-acetyltransferase 10,3.52,11.53,8.67
393789,hdac9b ,histone deacetylase 9b,1.95,5.71,3.91
393850,dhx38 ,DEAH (Asp-Glu-Ala-His) box polypeptide 38,1.36,3.69,2.37
393863,heatr3 ,HEAT repeat containing 3,1.89,7.08,5.47
393912,b4galt6 ,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",2.32,7.66,4.96
393928,klc1a ,kinesin light chain 1a,3.45,10.38,7.53
393939,atf3 ,activating transcription factor 3,1.09,10.14,3.41
393981,ttc4 ,tetratricopeptide repeat domain 4,1.62,3.94,2.33
394009,srm ,spermidine synthase,1.50,7.44,4.99
394125,rhoae ,ras homolog family member Ca,3.57,12.37,8.39
394146,dusp4 ,dual specificity phosphatase 4,1.42,6.44,2.89
394196,nop56 ,NOP56 ribonucleoprotein homolog,8.14,40.44,24.43
402931,slc35b2 ,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2",1.10,2.96,1.33
402933,rgl1 ,ral guanine nucleotide dissociation stimulator-like 1,2.03,5.15,4.13
402973,nrp1b ,neuropilin 1b,2.90,8.74,5.40
402995,pus7 ,pseudouridylate synthase 7 (putative),2.17,5.24,3.67
403051,pygb ,"phosphorylase, glycogen; brain",2.61,11.59,5.58
404039,npsn ,nephrosin,2.40,13.88,10.04
404620,cdipt ,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),1.69,7.21,5.78
405769,syk ,spleen tyrosine kinase,1.96,9.27,5.40
405781,nfe2l1a ,"nuclear factor, erythroid 2-like 1a",1.97,7.82,3.61
405822,pgm2 ,phosphoglucomutase 2,0.83,5.10,2.42
406256,zgc:66427 ,zgc:66427,2.29,6.94,3.45
406260,ube2q2 ,ubiquitin-conjugating enzyme E2Q family member 2,2.36,6.57,4.67
406268,riok1 ,RIO kinase 1 (yeast),1.24,4.94,3.24
406300,zgc:73185 ,zgc:73185,1.04,2.99,2.14
406309,tomm20a ,AT rich interactive domain 4B (RBP1-like),4.67,24.73,15.11
406324,abce1 ,"ATP-binding cassette, sub-family E (OABP), member 1",6.86,26.76,15.32
406349,rps6kb1b ,"ribosomal protein S6 kinase b, polypeptide 1b",2.67,9.90,5.96
406363,scinlb ,scinderin like b,4.84,30.83,21.06
406372,wdr5 ,WD repeat domain 5,2.23,8.64,5.93
406380,zgc:63694 ,zgc:63694,1.07,4.14,3.05
406416,otulina ,OTU deubiquitinase with linear linkage specificity a,1.04,6.70,2.65
406439,sh3bp5la ,"SH3-binding domain protein 5-like, a",0.85,2.15,0.97
406452,sqstm1 ,sequestosome 1,13.55,91.62,42.37
406463,nfkbiaa ,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a",10.54,54.73,24.36
406471,tnfrsf1a ,"tumor necrosis factor receptor superfamily, member 1a",3.75,12.93,9.14
406486,m6pr ,mannose-6-phosphate receptor (cation dependent),2.73,12.35,6.58
406504,marcksl1b ,MARCKS-like 1b,5.97,34.94,17.53
406512,nfe2l3 ,"nuclear factor, erythroid 2-like 3",1.62,4.02,2.80
406559,cldn5a ,claudin 5a,0.51,4.35,1.20
406571,cirh1a ,"cirrhosis, autosomal recessive 1A (cirhin)",2.20,10.83,6.99
406587,rpf2 ,ribosome production factor 2 homolog,2.23,8.85,5.89
406598,pik3cg ,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",1.89,4.59,3.22
406635,sgsm3 ,small G protein signaling modulator 3,2.37,8.20,5.79
406650,timp2b ,TIMP metallopeptidase inhibitor 2b,5.88,65.49,23.25
406658,cnn2 ,calponin 2,7.30,31.27,21.31
406667,pi4k2a ,phosphatidylinositol 4-kinase type 2 alpha,1.39,6.16,3.35
406674,rab41 ,"RAB41, member RAS oncogene family",2.35,6.80,4.79
406682,znf330 ,zinc finger protein 330,1.42,4.08,3.07
406689,mcoln1a ,mucolipin 1a,2.58,6.92,5.39
406746,fpgs ,folylpolyglutamate synthase,0.79,4.48,1.99
406810,prpf38b ,pre-mRNA processing factor 38B,2.19,7.17,4.55
406815,aebp2 ,AE binding protein 2,1.09,4.05,2.58
406860,ipo9 ,importin 9,2.35,6.30,4.77
407664,hbegfb ,heparin-binding EGF-like growth factor b,1.23,14.48,3.44
407728,znf598 ,zinc finger protein 598,1.57,4.76,3.64
415100,nfkb2 ,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),3.81,10.79,6.39
415250,rpf1 ,ribosome production factor 1 homolog,2.52,6.60,5.05
431716,sat1a.2 ,"spermidine/spermine N1-acetyltransferase 1a, duplicate 2",4.34,40.97,19.21
431729,zgc:91890 ,zgc:91890,1.76,6.29,2.69
432385,spp1 ,secreted phosphoprotein 1,2.28,11.66,2.18
436652,entpd8 ,ectonucleoside triphosphate diphosphohydrolase 8,0.76,2.65,1.32
436749,polr3h ,polymerase (RNA) III (DNA directed) polypeptide H,2.74,11.61,6.75
436798,rpp38 ,ribonuclease P/MRP 38 subunit,0.67,4.10,1.05
436942,zgc:91940 ,zgc:91940,2.18,6.65,3.74
445020,pdcd7 ,programmed cell death 7,1.20,7.40,1.47
445057,dusp2 ,dual specificity phosphatase 2,1.97,5.84,4.39
445076,prkacab ,"protein kinase, cAMP-dependent, catalytic, alpha, genome duplicate b",1.66,4.10,2.40
445101,rpusd4 ,RNA pseudouridylate synthase domain containing 4,1.23,3.22,1.38
445162,dimt1l ,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),1.71,5.44,2.24
445220,riok3 ,RIO kinase 3 (yeast),5.91,21.86,14.26
445224,mphosph6 ,M-phase phosphoprotein 6,1.25,4.69,1.86
445251,carm1 ,coactivator-associated arginine methyltransferase 1,2.39,8.54,5.23
445389,gtf3aa ,general transcription factor IIIAa,2.47,6.80,2.72
445394,wdr55 ,WD repeat domain 55,0.91,3.42,1.20
445399,ddx56 ,DEAD (Asp-Glu-Ala-Asp) box helicase 56,2.02,9.36,5.61
447810,nt5c2l1 ,"5'-nucleotidase, cytosolic II, like 1",3.15,22.45,5.80
447844,slc35b1 ,"solute carrier family 35, member B1",2.76,7.73,4.93
447856,utp3 ,"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)",1.37,6.08,3.71
449943,im:7140483 ,si:dkey-93h22.8,1.16,4.28,2.12
449979,kif20ba ,kinesin family member 20Ba,0.60,2.42,1.00
450023,cldn5b ,claudin 5b,3.46,12.90,5.67
450028,dram1 ,DNA-damage regulated autophagy modulator 1,1.86,5.64,4.47
450077,dera ,deoxyribose-phosphate aldolase (putative),1.41,7.24,3.39
474329,c1d ,C1D nuclear receptor corepressor,2.35,8.56,3.34
492363,slc7a3a ,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3a",0.83,3.66,2.06
492511,snrpa1 ,small nuclear ribonucleoprotein polypeptide A',2.58,13.25,7.99
492622,abhd10b ,abhydrolase domain containing 10b,1.70,5.58,3.87
492652,elac2 ,elaC ribonuclease Z 2,2.18,4.84,2.88
492761,tbl3 ,transducin (beta)-like 3,1.83,7.36,5.89
492814,thg1l ,tRNA-histidine guanylyltransferase 1-like,0.45,3.14,1.02
493623,gpsm1b ,G-protein signaling modulator 1b,1.67,4.59,2.76
494040,cd2ap ,CD2-associated protein,1.30,3.34,2.60
494077,tsta3 ,tissue specific transplantation antigen P35B,1.41,4.24,3.46
494107,zdhhc13 ,"zinc finger, DHHC-type containing 13",1.77,5.35,3.92
494534,cdc40 ,cell division cycle 40 homolog (S. cerevisiae),1.57,4.64,3.38
497283,hif1al2 ,"hypoxia-inducible factor 1, alpha subunit, like 2",1.08,6.47,2.24
497317,marveld1 ,MARVEL domain containing 1,2.30,12.97,4.46
497373,im:7138475 ,polycystic kidney disease 1 like 2a,0.10,0.33,0.07
497637,xirp1 ,xin actin binding repeat containing 1,9.66,38.64,14.39
497646,gadd45bb ,"growth arrest and DNA-damage-inducible, beta b",4.95,23.43,7.27
503902,kdm7ab ,lysine (K)-specific demethylase 7Ab,0.81,1.87,0.88
503934,psmd11a ,"proteasome 26S subunit, non-ATPase 11a",1.48,7.53,4.83
541444,nmd3 ,NMD3 ribosome export adaptor,3.73,12.62,8.72
541509,elp3 ,elongator acetyltransferase complex subunit 3,1.39,3.16,2.46
541511,ippk ,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase",2.67,7.25,5.39
550524,cbsa ,cystathionine-beta-synthase a,0.88,2.90,1.43
550549,eif4e1c ,eukaryotic translation initiation factor 4E family member 1c,4.25,20.11,12.87
550552,atg16l1 ,ATG16 autophagy related 16-like 1 (S. cerevisiae),2.44,9.87,7.33
550570,itprip ,"inositol 1,4,5-trisphosphate receptor interacting protein",2.07,9.34,3.92
553030,guf1 ,"GUF1 homolog, GTPase",1.29,3.37,1.98
553068,im:7148292 ,im:7148292,2.79,16.62,12.02
553196,tmed8 ,transmembrane p24 trafficking protein 8,1.08,2.80,1.78
553327,mgrn1b ,"mahogunin, ring finger 1b",2.01,7.09,5.21
553492,LOC553492 ,transcription factor TFIIIB component B'' homolog,0.32,1.19,0.71
553496,top1l ,"topoisomerase (DNA) I, like",4.58,15.26,9.68
553513,idi1 ,isopentenyl-diphosphate delta isomerase 1,1.41,4.10,2.43
553523,trit1 ,tRNA isopentenyltransferase 1,2.19,5.36,3.43
553531,srrm2 ,serine/arginine repetitive matrix 2,1.58,5.41,4.01
553606,nle1 ,notchless homolog 1 (Drosophila),2.42,6.46,4.91
553616,nip7 ,"NIP7, nucleolar pre-rRNA processing protein",2.30,11.27,5.21
553634,casp7 ,"caspase 7, apoptosis-related cysteine peptidase",0.83,3.42,1.77
553641,eri1 ,exoribonuclease 1,0.97,3.37,2.30
553647,tma16 ,translation machinery associated 16 homolog,0.54,1.68,1.00
553707,prelid1b ,PRELI domain containing 1b,0.87,2.98,1.02
553944,ugcg ,UDP-glucose ceramide glucosyltransferase,3.05,10.07,5.14
554138,rpap2 ,RNA polymerase II associated protein 2,0.95,3.05,2.01
554849,gabpb2a ,"GA binding protein transcription factor, beta subunit 2a",0.75,1.76,1.10
555214,gpatch2 ,G patch domain containing 2,1.65,3.36,1.82
555419,pcdh12 ,protocadherin 12,0.50,1.16,0.55
555504,pcdh7b ,protocadherin 7b,0.43,1.30,0.45
555505,phf14 ,PHD finger protein 14,0.70,1.88,1.60
555628,itpripl2 ,"inositol 1,4,5-trisphosphate receptor interacting protein-like 2",0.87,3.77,1.99
555692,gpatch4 ,G patch domain containing 4,1.27,5.06,4.06
555704,mdn1 ,midasin AAA ATPase 1,1.41,6.88,3.50
555721,sall1a ,spalt-like transcription factor 1a,0.27,1.04,0.34
555805,vaspa ,vasodilator-stimulated phosphoprotein a,0.97,3.96,1.71
555974,mknk1 ,MAP kinase interacting serine/threonine kinase 1,1.53,3.99,1.54
556150,dennd1a ,DENN/MADD domain containing 1A,1.14,2.55,1.76
556314,ttyh3 ,tweety family member 3,3.60,11.82,6.22
556362,alkbh8 ,"alkB homolog 8, tRNA methyltransferase",0.59,1.99,1.40
556406,clip2 ,CAP-GLY domain containing linker protein 2,1.46,5.20,4.12
556440,si:dkey-15j16.3 ,si:dkey-15j16.3,0.42,1.68,0.75
556459,fgd6 ,"FYVE, RhoGEF and PH domain containing 6",2.16,5.26,3.78
556678,kdm6ba ,"lysine (K)-specific demethylase 6B, a",1.66,7.19,2.02
556770,gpr183a ,G protein-coupled receptor 183a,2.13,9.56,7.53
557286,sptlc2b ,"serine palmitoyltransferase, long chain base subunit 2b",2.11,8.11,5.91
557356,mkl2b ,MKL/myocardin-like 2b,1.35,2.87,1.54
557360,rgs3b ,regulator of G-protein signaling 3b,0.75,2.23,0.99
557375,csdc2b ,"cold shock domain containing C2, RNA binding b",0.41,10.38,0.87
557377,tbc1d22b ,"TBC1 domain family, member 22B",1.40,5.85,4.11
557463,cep170a ,centrosomal protein 170Aa,0.80,3.15,2.15
557585,nom1 ,nucleolar protein with MIF4G domain 1,1.15,4.19,2.73
557632,si:ch211-197l9.4 ,si:ch211-197l9.4,1.07,3.84,1.82
557646,golt1bb ,golgi transport 1Bb,1.64,6.83,4.29
557719,tmem131 ,transmembrane protein 131,2.08,6.35,4.14
557823,zc3h4 ,zinc finger CCCH-type containing 4,0.82,1.59,1.21
557850,trpv4 ,"transient receptor potential cation channel, subfamily V, member 4",1.81,4.75,2.70
558139,sele ,selectin E,2.17,5.90,2.34
558211,dennd4a ,DENN/MADD domain containing 4A,3.16,10.81,6.97
558213,si:dkey-60b12.1 ,ring finger and CCCH-type domains 1b,0.94,2.82,2.10
558407,kank3 ,KN motif and ankyrin repeat domains 3,5.04,15.14,7.77
558474,lemd3 ,LEM domain containing 3,2.04,6.45,4.17
558662,xpo5 ,exportin 5,1.34,4.82,2.97
558702,ttll4 ,"tubulin tyrosine ligase-like family, member 4",1.27,4.70,2.37
558718,rrn3 ,"RRN3 homolog, RNA polymerase I transcription factor",2.01,5.46,3.03
558776,knop1 ,lysine-rich nucleolar protein 1,0.53,2.10,1.17
558921,fosl2 ,fos-like antigen 2,3.38,20.88,9.79
558950,grasp ,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein,2.66,7.30,4.18
559225,nup188 ,nucleoporin 188,3.31,9.52,6.55
559477,aatf ,apoptosis antagonizing transcription factor,0.91,2.58,1.90
559570,mnta ,MAX network transcriptional repressor a,0.77,2.26,1.62
559603,qsox2 ,quiescin Q6 sulfhydryl oxidase 2,0.98,2.55,1.96
559656,acsl3b ,acyl-CoA synthetase long-chain family member 3b,1.56,3.53,2.88
559811,edem3 ,"ER degradation enhancer, mannosidase alpha-like 3",1.92,5.84,2.81
560100,adora2b ,adenosine A2b receptor,1.11,4.49,3.26
560165,zgc:162698 ,zgc:162698,3.30,9.13,5.92
560226,si:dkey-91m11.5 ,si:dkey-91m11.5,2.04,7.52,2.29
560260,si:ch211-79l20.4 ,si:ch211-79l20.4,1.42,3.73,2.96
560294,tbl1x ,transducin (beta)-like 1X-linked,0.67,1.68,0.84
560300,znf148 ,zinc finger protein 148,1.12,2.95,1.95
560338,elp2 ,elongator acetyltransferase complex subunit 2,1.42,5.85,4.33
560339,tfpi2 ,tissue factor pathway inhibitor 2,3.75,22.68,5.01
560542,epn2 ,epsin 2,3.13,11.32,5.69
560549,akt3a ,v-akt murine thymoma viral oncogene homolog 3a,0.86,2.75,1.11
560815,zgc:162967 ,zgc:162967,1.08,3.69,2.13
560883,ptpn13 ,"protein tyrosine phosphatase, non-receptor type 13",2.10,5.11,2.71
560900,si:ch211-266o15.1 ,si:ch211-266o15.1,0.61,1.85,1.07
561005,si:dkey-149j18.1 ,signal-induced proliferation-associated 1 like 3,0.96,3.60,2.77
561012,plxnb1a ,plexin b1a,1.22,4.83,3.40
561094,camsap1b ,calmodulin regulated spectrin-associated protein 1b,0.70,1.89,1.58
561146,LOC561146 ,semaphorin 4b,0.56,1.76,1.13
561231,arhgap4b ,Rho GTPase activating protein 4b,2.45,7.55,5.44
561287,f13a1b ,"coagulation factor XIII, A1 polypeptide b",7.75,51.98,30.21
561370,jak3 ,"Janus kinase 3 (a protein tyrosine kinase, leukocyte)",0.63,2.24,1.64
561416,pfkpb ,"phosphofructokinase, platelet b",2.01,4.68,3.32
561460,zgc:172302 ,zgc:172302,0.84,2.19,0.91
561659,zfyve27 ,"zinc finger, FYVE domain containing 27",1.25,3.57,1.45
561694,si:ch211-225b11.1 ,si:ch211-225b11.1,0.94,2.27,1.67
561739,slc38a10 ,"solute carrier family 38, member 10",0.92,2.03,1.67
561747,plcg2 ,"phospholipase C, gamma 2",1.28,5.69,4.03
561766,slc16a6b ,"solute carrier family 16, member 6b",0.79,2.70,2.07
562137,slc38a9 ,"solute carrier family 38, member 9",1.58,4.72,3.59
562317,fadd ,Fas (tnfrsf6)-associated via death domain,1.12,3.74,2.58
562372,snx18a ,sorting nexin 18a,4.57,15.73,10.48
562452,rlf ,rearranged L-myc fusion,0.82,1.70,1.37
562538,dph2 ,DPH2 homolog (S. cerevisiae),2.72,8.39,6.39
562545,si:dkey-72l14.4 ,si:dkey-72l14.4,1.03,2.62,2.01
562658,zgc:152863 ,zgc:152863,1.23,4.19,2.24
562771,nadkb ,NAD kinase b,1.00,3.07,1.98
562822,bmpr2a ,"bone morphogenetic protein receptor, type II a (serine/threonine kinase)",0.80,2.88,1.50
563195,rrp12 ,ribosomal RNA processing 12 homolog,3.73,14.76,8.92
563236,zgc:173506 ,chromodomain helicase DNA binding protein 1,2.10,4.89,3.49
563247,si:dkey-16i5.10 ,ribosomal L1 domain containing 1,4.90,20.45,13.19
563275,adam12 ,ADAM metallopeptidase domain 12,0.65,1.93,0.71
563456,srcap ,Snf2-related CREBBP activator protein,2.19,5.70,4.11
563601,tm4sf18 ,transmembrane 4 L six family member 18,7.89,33.58,16.62
563674,il4r.2 ,"interleukin 4 receptor, tandem duplicate 2",1.18,9.20,3.09
563715,LOC563715 ,integrin alpha-X-like,1.02,2.40,1.24
563771,bhlhe41 ,"basic helix-loop-helix family, member e41",3.12,13.32,8.13
563777,kiaa0368 ,KIAA0368 ortholog,2.50,8.26,5.59
563778,usp38 ,ubiquitin specific peptidase 38,0.45,1.46,1.00
563800,fam65b ,"family with sequence similarity 65, member B",1.76,4.00,2.79
563884,tgfb1 ,"transforming growth factor, beta 1b",3.19,8.65,4.85
563976,wipf2a ,"WAS/WASL interacting protein family, member 2a",1.19,2.67,1.33
564004,usp45 ,ubiquitin specific peptidase 45,1.07,3.47,2.75
564106,si:dkey-219c3.2 ,si:dkey-219c3.2,0.59,1.65,0.96
564147,glsa ,glutaminase a,2.10,5.91,4.07
564211,arhgap27 ,Rho GTPase activating protein 27,0.89,2.89,1.12
564235,hunk ,hormonally up-regulated Neu-associated kinase,0.44,1.62,0.54
564317,smarcd2 ,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",1.49,3.89,2.97
564497,tnfaip3 ,"tumor necrosis factor, alpha-induced protein 3",2.02,14.57,6.24
564551,rexo1 ,"REX1, RNA exonuclease 1 homolog",0.35,1.17,0.72
564636,im:6907928 ,im:6907928,1.31,6.34,3.13
564685,nab1b ,NGFI-A binding protein 1b (EGR1 binding protein 1),1.20,2.95,1.19
564746,glsb ,glutaminase b,2.51,6.47,2.95
564748,LOC564748 ,leucine-rich repeat neuronal protein 4-like,6.49,27.70,7.08
564953,spag1a ,sperm associated antigen 1a,2.08,10.02,7.27
564961,dnttip2 ,"deoxynucleotidyltransferase, terminal, interacting protein 2",2.34,12.61,6.94
564994,rbms1a ,"RNA binding motif, single stranded interacting protein 1a",3.41,12.70,8.42
565062,tor1 ,torsin family 1,2.36,5.60,3.48
565104,lifrb ,leukemia inhibitory factor receptor alpha b,2.05,11.30,7.81
565145,adamts1 ,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",1.10,3.66,1.79
565154,rspry1 ,ring finger and SPRY domain containing 1,2.29,6.54,3.78
565172,map7d1 ,MAP7 domain containing 1,1.54,3.47,2.47
565508,loxl2a ,lysyl oxidase-like 2a,2.80,7.96,4.83
565671,si:ch211-236h17.3 ,si:ch211-236h17.3,1.99,6.28,3.77
565888,fap ,"fibroblast activation protein, alpha",0.55,3.19,1.24
566122,si:dkey-77d17.6 ,neural cell adhesion molecule 3,1.12,4.29,1.33
566194,LOC566194 ,vascular cell adhesion protein 1-like,1.38,5.33,3.52
566242,slc41a2 ,"solute carrier family 41 (magnesium transporter), member 2b",0.85,4.42,2.42
566255,mmrn2b ,multimerin 2b,0.39,1.21,0.87
